srNo,sys_gUid,uniqueId,createdBy,createdDate,lastUpdatedBy,lastUpdatedDate,streetNameFrom,streetNameTo,routeName,mileMarkerStart,mileMarkerEnd,plannedStartDate,plannedEndDate,closureStatus,actualStartDate,actualEndDate,imageUrl,imageName/Description
68,ConstructionClosure-abc515ba-be85-4b94-b7e3-e301918e170f,5e1f86d85aed8500514e97c4,anazarian@navjoyinc.com.gwv,2020-01-15T21:40:40.534Z,jpruitt@navjoyinc.com.gwv,2020-01-17T17:15:04.848Z,Cherry Hills Farm Dr,University Blvd,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/29ce2cc8-47cb-42fb-a08f-a2ba45b7cf16image.jpg,Westbound / End of closure
68,ConstructionClosure-abc515ba-be85-4b94-b7e3-e301918e170f,5e1f86d85aed8500514e97c4,anazarian@navjoyinc.com.gwv,2020-01-15T21:40:40.534Z,jpruitt@navjoyinc.com.gwv,2020-01-17T17:15:04.848Z,Cherry Hills Farm Dr,University Blvd,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/963bbacb-aeba-448e-8ba2-5f2eb168d59fimage.jpg,Westbound / End fines double in work zone
69,ConstructionClosure-6e4bc9b1-5949-434c-b3cb-c7463f11d5ea,5e2085dd5aed8500514e97dd,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:45.379Z,jpruitt@navjoyinc.com.gwv,2020-01-16T21:57:38.609Z,Dahlia St,Birch St,Belleview Ave,,,1/16/2020 11:02,1/16/2020 17:02,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/eb55b7b4-11f1-4359-9586-faab02b68914image.jpg,Westbound / Start of closure
69,ConstructionClosure-6e4bc9b1-5949-434c-b3cb-c7463f11d5ea,5e2085dd5aed8500514e97dd,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:45.379Z,jpruitt@navjoyinc.com.gwv,2020-01-16T21:57:38.609Z,Dahlia St,Birch St,Belleview Ave,,,1/16/2020 11:02,1/16/2020 17:02,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/aecff213-43f9-41ba-a9a5-f3305e9808d6image.jpg,Westbound / End of closure
69,ConstructionClosure-6e4bc9b1-5949-434c-b3cb-c7463f11d5ea,5e2085dd5aed8500514e97dd,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:45.379Z,jpruitt@navjoyinc.com.gwv,2020-01-16T21:57:38.609Z,Dahlia St,Birch St,Belleview Ave,,,1/16/2020 11:02,1/16/2020 17:02,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/575922e8-1458-481c-896e-78d0afb760fbimage.jpg,Westbound / Road work ahead
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/fcf897db-070e-477a-9eb8-f493d6798a35image.jpg,Eastbound / Start of closure
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/4facba4c-9895-4a3b-95b7-675cb561f040image.jpg,Eastbound / End of closure
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ce256bac-dd4d-42d4-9242-dd741cdf47aaimage.jpg,Eastbound / Road work ahead
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ebcf18d7-0b82-4f74-a859-656d24ec0400image.jpg,Eastbound / Left lane closed ahead
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1aedde88-1d8a-4d49-967d-930b50ab0e9eimage.jpg,Eastbound / Lane ends left
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/025146af-e6a5-4a59-ba65-22ed53f3de0bimage.jpg,Eastbound / Flashing arrow board
70,ConstructionClosure-21178550-343f-4bf9-8ecd-faf520f8837f,5e2085e65aed8500514e97de,jpruitt@navjoyinc.com.gwv,2020-01-16T15:48:54.651Z,jpruitt@navjoyinc.com.gwv,2020-01-16T22:05:09.784Z,Birch St,Dahlia St,Belleview Ave,,,1/16/2020 11:00,1/16/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/8d15973b-e6be-49c7-9e44-7ae8318c3d80image.jpg,Eastbound / End of closure 2
71,ConstructionClosure-66cde85c-d7be-4d8b-a287-8030769e9750,5e21d29b5aed8500514e9849,jpruitt@navjoyinc.com.gwv,2020-01-17T15:28:27.601Z,jpruitt@navjoyinc.com.gwv,2020-01-17T21:26:50.763Z,Dahlia St,Birch St,Belleview Ave,,,1/17/2020 11:00,1/17/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b4a6edc6-7767-44f4-8827-d454f4a983f1image.jpg,Westbound / Start of closure
71,ConstructionClosure-66cde85c-d7be-4d8b-a287-8030769e9750,5e21d29b5aed8500514e9849,jpruitt@navjoyinc.com.gwv,2020-01-17T15:28:27.601Z,jpruitt@navjoyinc.com.gwv,2020-01-17T21:26:50.763Z,Dahlia St,Birch St,Belleview Ave,,,1/17/2020 11:00,1/17/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/cc993639-cf0f-456b-a738-4b47e8b2aeeaimage.jpg,Westbound / End of closure
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/2c341af6-22e7-4f72-bee3-c7409b945129image.jpg,Westbound / Road work ahead
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/d355324f-54e1-48ea-8528-9184c03a3a8dimage.jpg,Westbound / Road work ahead
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/4d64f025-2b31-4662-b151-ffbeab7de202image.jpg,Westbound / Speed Limit 35
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a7ccb320-8980-4925-b626-cf39fbc60cb1image.jpg,Westbound / Left lane closed ahead
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b41ced44-6e0b-4868-8c50-c53b83f4c918image.jpg,Westbound / Lane ends left
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/772f42e5-8c7e-43cb-b22c-75c5e5a9d90eimage.jpg,Westbound / Start of closure
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/d653e716-113a-40d5-ad59-0745464579fdimage.jpg,Westbound / Flashing arrow board
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ced5f9b5-6075-4e22-b152-2fd997c589d8image.jpg,Westbound / Road work ahead
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/eea98404-b949-4e1d-ae3c-5e84c1b9c1c3image.jpg,Westbound / Road work ahead
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/55423c63-8002-4970-9a81-02b7dab0f547image.jpg,Westbound / End of closure
72,ConstructionClosure-98fb68ed-68c3-4de3-87bd-ac168c2d707a,5e2a0e855aed8500514e9a32,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:13.692Z,jpruitt@navjoyinc.com.gwv,2020-01-24T22:00:50.012Z,Jackson St,Cherry Hills Farm Dr,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/55e05257-6522-47dc-8838-fd817fc03fe3image.jpg,Westbound / End fines double in work zone
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/abd4a926-38e0-435a-b9e9-368f00b17d63image.jpg,Eastbound / Road Work Ahead
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/7a205f39-6655-4a3b-8aec-1667dc5f24f3image.jpg,Eastbound / Begin Fines Double in Work Zone
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ac0be4c7-671b-4f79-b499-58872b8a3ba5image.jpg,Eastbound / Speed Limit 35
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/2f0eeeda-dcbe-4720-aa9c-42c597c8d21bimage.jpg,Eastbound / Left Lane Closed Ahead
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/f2edebd4-a548-4fb2-ab6f-9fdddb148b82image.jpg,Eastbound / Lane Ends Left
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/2de6ad46-4669-4169-8831-4285297551d3image.jpg,Eastbound / Start of Closure
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/354d0ed6-394b-4113-a243-a2069566fa95image.jpg,Eastbound / Flashing Arrow Board
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/2b5e463f-6e84-4980-a0b2-2f40493506b4image.jpg,Eastbound / Speed Limit 35
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/3e869013-a54b-4849-81f6-eaa81cb3d16aimage.jpg,Eastbound / Road Work Ahead
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/bf17fd94-5386-416a-9508-b67ffb8d805bimage.jpg,Eastbound / Left Lane Closed Ahead
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ac04ee1a-d5bf-47c0-8179-417e142fa9f8image.jpg,Eastbound / Lane Ends Left
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b243bdf5-4777-4dd7-a704-3d878cfc6aa7image.jpg,Eastbound / Flashing Arrow Board
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/20f87356-6f66-4c4f-9b49-c4f2b85ed839image.jpg,Eastbound / End of Closure
73,ConstructionClosure-155589fc-ba3b-44b6-8a74-83f6b8158897,5e2b51f15aed8500514e9b3d,jpruitt@navjoyinc.com.gwv,2020-01-24T20:22:09.055Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:45.748Z,Steele St,Fairfax Ln,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/e66600f7-8666-443f-bcff-e794bbcd7eabimage.jpg,Eastbound / End Fines Double in Work Zone
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/246dfcfb-5ebf-4bda-b331-193dc31e351fimage.jpg,Westbound / Road Work Ahead
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/d6fdd42f-4f97-414f-8503-ced96f4207cbimage.jpg,Westbound / Begin Fines Double in Work Zone
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c5b07ae7-276f-4440-9152-32fcebb1a898image.jpg,Westbound / Speed Limit 35
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/2b72f7e4-884a-4d40-9c76-384dc3be0643image.jpg,Westbound / Left Lane Closed Ahead
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/0496c8d0-52f7-4810-b76a-a7e781df5155image.jpg,Westbound / Lane Ends Left
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/70985ed9-ea01-4240-aad2-5b562713d2edimage.jpg,Westbound / Start of Closure
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/85b6e411-fc56-4169-85fa-b2883d14f594image.jpg,Westbound / Flashing Arrow Board
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/826b339c-2941-4748-896b-2df56fbf5fd1image.jpg,Westbound / Road Work Ahead
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/66cf48fe-0482-456e-a4fa-ffdb0a560df5image.jpg,Westbound / Speed Limit 35
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1c61e00d-1bb0-4bd7-948b-a2ea157b2915image.jpg,Westbound / Left Lane Closed Ahead
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/9d5dbbef-4878-433c-b13e-bd967c9438deimage.jpg,Westbound / Lane Ends Left
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/915ddd28-6d62-49ee-88f4-43adbb25d6e1image.jpg,Westbound / Flashing Arrow Board
74,ConstructionClosure-8d931fca-c45a-4357-8c24-30ac6027d3a4,5e30570eee1444003b98ab54,anazarian@navjoyinc.com.gwv,2020-01-28T15:45:18.464Z,anazarian@navjoyinc.com.gwv,2020-01-28T22:06:16.836Z,Fairfax Ln,Steele St,Belleview Ave,,,1/28/2020 11:00,1/28/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/dfeb783e-6318-4c7b-a876-6ddd87534c22image.jpg,Westbound / End of Closure
